protocolType	typeId	subsystemId	controllable	widget	type	uiClass	localPairing
1	1099512021250	0	io:DimmableRGBLightIOComponent	DimmerRGBColouredLight	1	Light	1
1	1099512021506	0	io:DimmableColorTemperatureLightIOComponent	DimmerColorTemperatureLight	1	Light	1
1	1099512035842	0	io:OnOffLightIOComponent	StatefulOnOffLight	1	Light	1
1	1099512101378	0	io:SlidingDiscreteGateOpenerIOComponent	SlidingDiscreteGateWithPedestrianPosition	1	Gate	1
1	1099512217602	0	io:LockUnlockDoorLockWithUnknownPositionIOComponent	LockUnlockDoorLockWithUnknownPosition	1	DoorLock	1
1	1099512283138	0	io:VerticalInteriorBlindUnoIOComponent	PositionableScreenUno	1	Screen	1
1	1099512610818	0	io:CyclicStandardReceiverIOComponent	CyclicGeneric	1	Generic	1
1	1099512611330	0	io:SwitchMicroModuleSomfyIOComponent	TimedOnOff	1	OnOff	1
1	1099512676354	0	io:HorizontalAwningUnoIOComponent	PositionableHorizontalAwningUno	1	Awning	1
1	1099512676610	0	io:PergolaHorizontalUnoIOComponent	PergolaHorizontalAwningUno	1	Pergola	1
1	1099512741888	0	io:ExteriorVenetianBlindWithWPIOComponent	PositionableExteriorVenetianBlindWithWP	1	ExteriorVenetianBlind	1
1	1099512872962	0	io:CurtainTrackUnoIOComponent	CurtainTrackUno	1	Curtain	1
1	1099513004034	0	io:SimpleExteriorHeatingIOComponent	DimmerExteriorHeating	1	ExteriorHeatingSystem	1
1	1099513018882	0	io:DiscreteExteriorHeatingIOComponent	DiscreteExteriorHeating	1	ExteriorHeatingSystem	1
1	1099513069836	1	io:AtlanticPassAPCHeatPumpMainComponent	AtlanticPassAPCHeatPump	1	HeatingSystem	0
1	1099513069836	2	io:AtlanticPassAPCDHWComponent	AtlanticPassAPCDHW	1	WaterHeatingSystem	0
1	1099513069836	3	io:AtlanticPassAPCOutsideTemperatureSensor	TemperatureSensor	2	TemperatureSensor	0
1	1099513069836	4	io:TotalElectricalEnergyConsumptionSensor	CumulativeElectricPowerConsumptionSensor	2	ElectricitySensor	0
1	1099513069836	5	io:DHWRelatedElectricalEnergyConsumptionSensor	CumulativeElectricPowerConsumptionSensor	2	ElectricitySensor	0
1	1099513069836	6	io:HeatingRelatedElectricalEnergyConsumptionSensor	CumulativeElectricPowerConsumptionSensor	2	ElectricitySensor	0
1	1099513069836	7	io:CoolingRelatedElectricalEnergyConsumptionSensor	CumulativeElectricPowerConsumptionSensor	2	ElectricitySensor	0
1	1099513069836	8	io:AtlanticPassAPCHeatingAndCoolingZoneComponent	AtlanticPassAPCHeatingAndCoolingZone	1	HeatingSystem	0
