id	deviceType	protocolType	provider	tag	type
1	4506898162384898	1	Somfy	ILMO2 50 io 10/17 BAR NO CABLE	DESC
2	4506898162384898	1	Somfy	1130579	REF
3	4506898162384898	1	Somfy	ILMO2 50 io 10/17 BULK	DESC
4	4506898162384898	1	Somfy	1130567	REF
5	4506898162384898	1	Somfy	ILMO2 50 io 10/17 SW 60 ED RRF 1M BAR	DESC
6	4506898162384898	1	Somfy	1130587	REF
7	4506898162384898	1	Somfy	ILMO2 50 io 10/17 SW 60 ED RRF 3M BAR	DESC
8	4506898162384898	1	Somfy	1130588	REF
9	4506898162384898	1	Somfy	ILMO2 50 io 10/17 SW 60 ED VVF 3 M (80 PCS) BULK	DESC
10	4506898162384898	1	Somfy	1130586	REF
11	4506898162384898	1	Somfy	ILMO2 50 io 10/17 SW 60 ED VVF 3M BAR	DESC
12	4506898162384898	1	Somfy	1130589	REF
13	4506898162384898	1	Somfy	ILMO2 50 io 10/17 VVF 3M BAR	DESC
14	4506898162384898	1	Somfy	1130559	REF
15	4506898162384898	1	Somfy	ILMO2 50 io 10/17 VVF 3M P-100	DESC
16	4506898162384898	1	Somfy	1130563	REF
17	4506898162384898	1	Somfy	ILMO2 50 io 15/17 BAR NO CABLE	DESC
18	4506898162384898	1	Somfy	1130580	REF
19	4506898162384898	1	Somfy	ILMO2 50 io 15/17 BULK	DESC
20	4506898162384898	1	Somfy	1130568	REF
21	4506898162384898	1	Somfy	ILMO2 50 io 15/17 VVF 3M BAR	DESC
22	4506898162384898	1	Somfy	1130560	REF
23	4506898162384898	1	Somfy	ILMO2 50 io 20/17 BAR NO CABLE	DESC
24	4506898162384898	1	Somfy	1130581	REF
25	4506898162384898	1	Somfy	ILMO2 50 io 20/17 BULK	DESC
26	4506898162384898	1	Somfy	1130569	REF
27	4506898162384898	1	Somfy	ILMO2 50 io 20/17 VVF 3M BAR	DESC
28	4506898162384898	1	Somfy	1130561	REF
29	4506898162384898	1	Somfy	ILMO2 50 io 6/17 BAR NO CABLE	DESC
30	4506898162384898	1	Somfy	1130578	REF
31	4506898162384898	1	Somfy	ILMO2 50 io 6/17 BULK	DESC
32	4506898162384898	1	Somfy	1130566	REF
33	4506898162384898	1	Somfy	ILMO2 50 io 6/17 SW 60 ED RRF 1M BAR	DESC
34	4506898162384898	1	Somfy	1130582	REF
35	4506898162384898	1	Somfy	ILMO2 50 io 6/17 SW 60 ED RRF 3M BAR	DESC
36	4506898162384898	1	Somfy	1130583	REF
37	4506898162384898	1	Somfy	ILMO2 50 io 6/17 SW 60 ED VVF 3M (80 PCS) BULK	DESC
38	4506898162384898	1	Somfy	1130585	REF
39	4506898162384898	1	Somfy	ILMO2 50 io 6/17 SW 60 ED VVF 3M BAR	DESC
40	4506898162384898	1	Somfy	1130584	REF
41	4506898162384898	1	Somfy	ILMO2 50 io 6/17 VVF 3M BAR	DESC
42	4506898162384898	1	Somfy	1130558	REF
43	4506898162384898	1	Somfy	ILMO2 50 io 6/17 VVF 3M P-100	DESC
44	4506898162384898	1	Somfy	1130562	REF
45	4506898162384898	1	Somfy	ILMO2 io RH 10/17 BULK	DESC
46	4506898162384898	1	Somfy	1130575	REF
47	4506898162384898	1	Somfy	ILMO2 io RH 15/17 BULK	DESC
48	4506898162384898	1	Somfy	1130576	REF
49	4506898162384898	1	Somfy	ILMO2 io RH 20/17 BULK	DESC
50	4506898162384898	1	Somfy	1130577	REF
51	4506898162384898	1	Somfy	ILMO2 io RH 6/17 BULK	DESC
52	4506898162384898	1	Somfy	1130574	REF
53	4506898162384898	1	Somfy	ILMO2 io TH 10/17 BULK	DESC
54	4506898162384898	1	Somfy	1130571	REF
55	4506898162384898	1	Somfy	ILMO2 io TH 15/17 BULK	DESC
56	4506898162384898	1	Somfy	1130572	REF
57	4506898162384898	1	Somfy	ILMO2 io TH 20/17 BULK	DESC
58	4506898162384898	1	Somfy	1130573	REF
59	4506898162384898	1	Somfy	ILMO2 io TH 6/17 BULK	DESC
60	4506898162384898	1	Somfy	1130570	REF
61	4507997674012674	1	Somfy	ILMO2 50 io 10/17 BAR NO CABLE	DESC
62	4507997674012674	1	Somfy	1130579	REF
63	4507997674012674	1	Somfy	ILMO2 50 io 10/17 BULK	DESC
64	4507997674012674	1	Somfy	1130567	REF
65	4507997674012674	1	Somfy	ILMO2 50 io 10/17 SW 60 ED RRF 1M BAR	DESC
66	4507997674012674	1	Somfy	1130587	REF
67	4507997674012674	1	Somfy	ILMO2 50 io 10/17 SW 60 ED RRF 3M BAR	DESC
68	4507997674012674	1	Somfy	1130588	REF
69	4507997674012674	1	Somfy	ILMO2 50 io 10/17 SW 60 ED VVF 3 M (80 PCS) BULK	DESC
70	4507997674012674	1	Somfy	1130586	REF
71	4507997674012674	1	Somfy	ILMO2 50 io 10/17 SW 60 ED VVF 3M BAR	DESC
72	4507997674012674	1	Somfy	1130589	REF
73	4507997674012674	1	Somfy	ILMO2 50 io 10/17 VVF 3M BAR	DESC
74	4507997674012674	1	Somfy	1130559	REF
75	4507997674012674	1	Somfy	ILMO2 50 io 10/17 VVF 3M P-100	DESC
76	4507997674012674	1	Somfy	1130563	REF
77	4507997674012674	1	Somfy	ILMO2 50 io 15/17 BAR NO CABLE	DESC
78	4507997674012674	1	Somfy	1130580	REF
79	4507997674012674	1	Somfy	ILMO2 50 io 15/17 BULK	DESC
80	4507997674012674	1	Somfy	1130568	REF
81	4507997674012674	1	Somfy	ILMO2 50 io 15/17 VVF 3M BAR	DESC
82	4507997674012674	1	Somfy	1130560	REF
83	4507997674012674	1	Somfy	ILMO2 50 io 20/17 BAR NO CABLE	DESC
84	4507997674012674	1	Somfy	1130581	REF
85	4507997674012674	1	Somfy	ILMO2 50 io 20/17 BULK	DESC
86	4507997674012674	1	Somfy	1130569	REF
87	4507997674012674	1	Somfy	ILMO2 50 io 20/17 VVF 3M BAR	DESC
88	4507997674012674	1	Somfy	1130561	REF
89	4507997674012674	1	Somfy	ILMO2 50 io 6/17 BAR NO CABLE	DESC
90	4507997674012674	1	Somfy	1130578	REF
91	4507997674012674	1	Somfy	ILMO2 50 io 6/17 BULK	DESC
92	4507997674012674	1	Somfy	1130566	REF
93	4507997674012674	1	Somfy	ILMO2 50 io 6/17 SW 60 ED RRF 1M BAR	DESC
94	4507997674012674	1	Somfy	1130582	REF
95	4507997674012674	1	Somfy	ILMO2 50 io 6/17 SW 60 ED RRF 3M BAR	DESC
96	4507997674012674	1	Somfy	1130583	REF
97	4507997674012674	1	Somfy	ILMO2 50 io 6/17 SW 60 ED VVF 3M (80 PCS) BULK	DESC
98	4507997674012674	1	Somfy	1130585	REF
99	4507997674012674	1	Somfy	ILMO2 50 io 6/17 SW 60 ED VVF 3M BAR	DESC
100	4507997674012674	1	Somfy	1130584	REF
101	4507997674012674	1	Somfy	ILMO2 50 io 6/17 VVF 3M BAR	DESC
102	4507997674012674	1	Somfy	1130558	REF
103	4507997674012674	1	Somfy	ILMO2 50 io 6/17 VVF 3M P-100	DESC
104	4507997674012674	1	Somfy	1130562	REF
105	4507997674012674	1	Somfy	ILMO2 io RH 10/17 BULK	DESC
106	4507997674012674	1	Somfy	1130575	REF
107	4507997674012674	1	Somfy	ILMO2 io RH 15/17 BULK	DESC
108	4507997674012674	1	Somfy	1130576	REF
109	4507997674012674	1	Somfy	ILMO2 io RH 20/17 BULK	DESC
110	4507997674012674	1	Somfy	1130577	REF
111	4507997674012674	1	Somfy	ILMO2 io RH 6/17 BULK	DESC
112	4507997674012674	1	Somfy	1130574	REF
113	4507997674012674	1	Somfy	ILMO2 io TH 10/17 BULK	DESC
114	4507997674012674	1	Somfy	1130571	REF
115	4507997674012674	1	Somfy	ILMO2 io TH 15/17 BULK	DESC
116	4507997674012674	1	Somfy	1130572	REF
117	4507997674012674	1	Somfy	ILMO2 io TH 20/17 BULK	DESC
118	4507997674012674	1	Somfy	1130573	REF
119	4507997674012674	1	Somfy	ILMO2 io TH 6/17 BULK	DESC
120	4507997674012674	1	Somfy	1130570	REF
121	4509097185640450	1	Somfy	ILMO2 50 io 10/17 BAR NO CABLE	DESC
122	4509097185640450	1	Somfy	1130579	REF
123	4509097185640450	1	Somfy	ILMO2 50 io 10/17 BULK	DESC
124	4509097185640450	1	Somfy	1130567	REF
125	4509097185640450	1	Somfy	ILMO2 50 io 10/17 SW 60 ED RRF 1M BAR	DESC
126	4509097185640450	1	Somfy	1130587	REF
127	4509097185640450	1	Somfy	ILMO2 50 io 10/17 SW 60 ED RRF 3M BAR	DESC
128	4509097185640450	1	Somfy	1130588	REF
129	4509097185640450	1	Somfy	ILMO2 50 io 10/17 SW 60 ED VVF 3 M (80 PCS) BULK	DESC
130	4509097185640450	1	Somfy	1130586	REF
131	4509097185640450	1	Somfy	ILMO2 50 io 10/17 SW 60 ED VVF 3M BAR	DESC
132	4509097185640450	1	Somfy	1130589	REF
133	4509097185640450	1	Somfy	ILMO2 50 io 10/17 VVF 3M BAR	DESC
134	4509097185640450	1	Somfy	1130559	REF
135	4509097185640450	1	Somfy	ILMO2 50 io 10/17 VVF 3M P-100	DESC
136	4509097185640450	1	Somfy	1130563	REF
137	4509097185640450	1	Somfy	ILMO2 50 io 15/17 BAR NO CABLE	DESC
138	4509097185640450	1	Somfy	1130580	REF
139	4509097185640450	1	Somfy	ILMO2 50 io 15/17 BULK	DESC
140	4509097185640450	1	Somfy	1130568	REF
141	4509097185640450	1	Somfy	ILMO2 50 io 15/17 VVF 3M BAR	DESC
142	4509097185640450	1	Somfy	1130560	REF
143	4509097185640450	1	Somfy	ILMO2 50 io 20/17 BAR NO CABLE	DESC
144	4509097185640450	1	Somfy	1130581	REF
145	4509097185640450	1	Somfy	ILMO2 50 io 20/17 BULK	DESC
146	4509097185640450	1	Somfy	1130569	REF
147	4509097185640450	1	Somfy	ILMO2 50 io 20/17 VVF 3M BAR	DESC
148	4509097185640450	1	Somfy	1130561	REF
149	4509097185640450	1	Somfy	ILMO2 50 io 6/17 BAR NO CABLE	DESC
150	4509097185640450	1	Somfy	1130578	REF
151	4509097185640450	1	Somfy	ILMO2 50 io 6/17 BULK	DESC
152	4509097185640450	1	Somfy	1130566	REF
153	4509097185640450	1	Somfy	ILMO2 50 io 6/17 SW 60 ED RRF 1M BAR	DESC
154	4509097185640450	1	Somfy	1130582	REF
155	4509097185640450	1	Somfy	ILMO2 50 io 6/17 SW 60 ED RRF 3M BAR	DESC
156	4509097185640450	1	Somfy	1130583	REF
157	4509097185640450	1	Somfy	ILMO2 50 io 6/17 SW 60 ED VVF 3M (80 PCS) BULK	DESC
158	4509097185640450	1	Somfy	1130585	REF
159	4509097185640450	1	Somfy	ILMO2 50 io 6/17 SW 60 ED VVF 3M BAR	DESC
160	4509097185640450	1	Somfy	1130584	REF
161	4509097185640450	1	Somfy	ILMO2 50 io 6/17 VVF 3M BAR	DESC
162	4509097185640450	1	Somfy	1130558	REF
163	4509097185640450	1	Somfy	ILMO2 50 io 6/17 VVF 3M P-100	DESC
164	4509097185640450	1	Somfy	1130562	REF
165	4509097185640450	1	Somfy	ILMO2 io RH 10/17 BULK	DESC
166	4509097185640450	1	Somfy	1130575	REF
167	4509097185640450	1	Somfy	ILMO2 io RH 15/17 BULK	DESC
168	4509097185640450	1	Somfy	1130576	REF
169	4509097185640450	1	Somfy	ILMO2 io RH 20/17 BULK	DESC
170	4509097185640450	1	Somfy	1130577	REF
171	4509097185640450	1	Somfy	ILMO2 io RH 6/17 BULK	DESC
172	4509097185640450	1	Somfy	1130574	REF
173	4509097185640450	1	Somfy	ILMO2 io TH 10/17 BULK	DESC
174	4509097185640450	1	Somfy	1130571	REF
175	4509097185640450	1	Somfy	ILMO2 io TH 15/17 BULK	DESC
176	4509097185640450	1	Somfy	1130572	REF
177	4509097185640450	1	Somfy	ILMO2 io TH 20/17 BULK	DESC
178	4509097185640450	1	Somfy	1130573	REF
179	4509097185640450	1	Somfy	ILMO2 io TH 6/17 BULK	DESC
180	4509097185640450	1	Somfy	1130570	REF
181	4512395720523778	1	Somfy	Oximo io	DESC
182	4512395720523778	1	Somfy	1037893	REF
183	4513495232151554	1	Somfy	Oximo io	DESC
184	4513495232151554	1	Somfy	1037893	REF
185	4543182046101506	1	Somfy	S&SO-RS100 AIR io 10/17 VVF3M B	DESC
186	4543182046101506	1	Somfy	1240542	REF
187	4543182046101506	1	Somfy	S&SO-RS100 AIR io 10/17 VVF3M P	DESC
188	4543182046101506	1	Somfy	1240543	REF
189	4543182046101506	1	Somfy	S&SO-RS100 AIR io 15/17 VVF3M B	DESC
190	4543182046101506	1	Somfy	1240544	REF
191	4543182046101506	1	Somfy	S&SO-RS100 AIR io 15/17 VVF3M P	DESC
192	4543182046101506	1	Somfy	1240545	REF
193	4543182046101506	1	Somfy	S&SO-RS100 AIR io 20/17 VVF3M B	DESC
194	4543182046101506	1	Somfy	1240546	REF
195	4543182046101506	1	Somfy	S&SO-RS100 AIR io 20/17 VVF3M P	DESC
196	4543182046101506	1	Somfy	1240547	REF
197	4543182046101506	1	Somfy	S&SO-RS100 AIR io 6/17 VVF3M B	DESC
198	4543182046101506	1	Somfy	1240540	REF
199	4543182046101506	1	Somfy	S&SO-RS100 AIR io 6/17 VVF3M P	DESC
200	4543182046101506	1	Somfy	1240541	REF
201	4544281557729282	1	Somfy	S&SO-RS100 AIR io 10/17 VVF3M B	DESC
202	4544281557729282	1	Somfy	1240542	REF
203	4544281557729282	1	Somfy	S&SO-RS100 AIR io 10/17 VVF3M P	DESC
204	4544281557729282	1	Somfy	1240543	REF
205	4544281557729282	1	Somfy	S&SO-RS100 AIR io 15/17 VVF3M B	DESC
206	4544281557729282	1	Somfy	1240544	REF
207	4544281557729282	1	Somfy	S&SO-RS100 AIR io 15/17 VVF3M P	DESC
208	4544281557729282	1	Somfy	1240545	REF
209	4544281557729282	1	Somfy	S&SO-RS100 AIR io 20/17 VVF3M B	DESC
210	4544281557729282	1	Somfy	1240546	REF
211	4544281557729282	1	Somfy	S&SO-RS100 AIR io 20/17 VVF3M P	DESC
212	4544281557729282	1	Somfy	1240547	REF
213	4544281557729282	1	Somfy	S&SO-RS100 AIR io 6/17 VVF3M B	DESC
214	4544281557729282	1	Somfy	1240540	REF
215	4544281557729282	1	Somfy	S&SO-RS100 AIR io 6/17 VVF3M P	DESC
216	4544281557729282	1	Somfy	1240541	REF
217	4545381069357058	1	Somfy	S&SO-RS100 AIR io 10/17 VVF3M B	DESC
218	4545381069357058	1	Somfy	1240542	REF
219	4545381069357058	1	Somfy	S&SO-RS100 AIR io 10/17 VVF3M P	DESC
220	4545381069357058	1	Somfy	1240543	REF
221	4545381069357058	1	Somfy	S&SO-RS100 AIR io 15/17 VVF3M B	DESC
222	4545381069357058	1	Somfy	1240544	REF
223	4545381069357058	1	Somfy	S&SO-RS100 AIR io 15/17 VVF3M P	DESC
224	4545381069357058	1	Somfy	1240545	REF
225	4545381069357058	1	Somfy	S&SO-RS100 AIR io 20/17 VVF3M B	DESC
226	4545381069357058	1	Somfy	1240546	REF
227	4545381069357058	1	Somfy	S&SO-RS100 AIR io 20/17 VVF3M P	DESC
228	4545381069357058	1	Somfy	1240547	REF
229	4545381069357058	1	Somfy	S&SO-RS100 AIR io 6/17 VVF3M B	DESC
230	4545381069357058	1	Somfy	1240540	REF
231	4545381069357058	1	Somfy	S&SO-RS100 AIR io 6/17 VVF3M P	DESC
232	4545381069357058	1	Somfy	1240541	REF
233	4546480580984834	1	Somfy	S&SO-RS100 AIR io 10/17 VVF3M B	DESC
234	4546480580984834	1	Somfy	1240542	REF
235	4546480580984834	1	Somfy	S&SO-RS100 AIR io 10/17 VVF3M P	DESC
236	4546480580984834	1	Somfy	1240543	REF
237	4546480580984834	1	Somfy	S&SO-RS100 AIR io 15/17 VVF3M B	DESC
238	4546480580984834	1	Somfy	1240544	REF
239	4546480580984834	1	Somfy	S&SO-RS100 AIR io 15/17 VVF3M P	DESC
240	4546480580984834	1	Somfy	1240545	REF
241	4546480580984834	1	Somfy	S&SO-RS100 AIR io 20/17 VVF3M B	DESC
242	4546480580984834	1	Somfy	1240546	REF
243	4546480580984834	1	Somfy	S&SO-RS100 AIR io 20/17 VVF3M P	DESC
244	4546480580984834	1	Somfy	1240547	REF
245	4546480580984834	1	Somfy	S&SO-RS100 AIR io 6/17 VVF3M B	DESC
246	4546480580984834	1	Somfy	1240540	REF
247	4546480580984834	1	Somfy	S&SO-RS100 AIR io 6/17 VVF3M P	DESC
248	4546480580984834	1	Somfy	1240541	REF
249	4547580092612610	1	Somfy	S&SO-RS100 AIR io 10/17 VVF3M B	DESC
250	4547580092612610	1	Somfy	1240542	REF
251	4547580092612610	1	Somfy	S&SO-RS100 AIR io 10/17 VVF3M P	DESC
252	4547580092612610	1	Somfy	1240543	REF
253	4547580092612610	1	Somfy	S&SO-RS100 AIR io 15/17 VVF3M B	DESC
254	4547580092612610	1	Somfy	1240544	REF
255	4547580092612610	1	Somfy	S&SO-RS100 AIR io 15/17 VVF3M P	DESC
256	4547580092612610	1	Somfy	1240545	REF
257	4547580092612610	1	Somfy	S&SO-RS100 AIR io 20/17 VVF3M B	DESC
258	4547580092612610	1	Somfy	1240546	REF
259	4547580092612610	1	Somfy	S&SO-RS100 AIR io 20/17 VVF3M P	DESC
260	4547580092612610	1	Somfy	1240547	REF
261	4547580092612610	1	Somfy	S&SO-RS100 AIR io 6/17 VVF3M B	DESC
262	4547580092612610	1	Somfy	1240540	REF
263	4547580092612610	1	Somfy	S&SO-RS100 AIR io 6/17 VVF3M P	DESC
264	4547580092612610	1	Somfy	1240541	REF
265	4548679604240386	1	Somfy	S&SO-RS100 AIR io 10/17 VVF3M B	DESC
266	4548679604240386	1	Somfy	1240542	REF
267	4548679604240386	1	Somfy	S&SO-RS100 AIR io 10/17 VVF3M P	DESC
268	4548679604240386	1	Somfy	1240543	REF
269	4548679604240386	1	Somfy	S&SO-RS100 AIR io 15/17 VVF3M B	DESC
270	4548679604240386	1	Somfy	1240544	REF
271	4548679604240386	1	Somfy	S&SO-RS100 AIR io 15/17 VVF3M P	DESC
272	4548679604240386	1	Somfy	1240545	REF
273	4548679604240386	1	Somfy	S&SO-RS100 AIR io 20/17 VVF3M B	DESC
274	4548679604240386	1	Somfy	1240546	REF
275	4548679604240386	1	Somfy	S&SO-RS100 AIR io 20/17 VVF3M P	DESC
276	4548679604240386	1	Somfy	1240547	REF
277	4548679604240386	1	Somfy	S&SO-RS100 AIR io 6/17 VVF3M B	DESC
278	4548679604240386	1	Somfy	1240540	REF
279	4548679604240386	1	Somfy	S&SO-RS100 AIR io 6/17 VVF3M P	DESC
280	4548679604240386	1	Somfy	1240541	REF
281	4549779115868162	1	Somfy	S&SO-RS100 AIR io 10/17 VVF3M B	DESC
282	4549779115868162	1	Somfy	1240542	REF
283	4549779115868162	1	Somfy	S&SO-RS100 AIR io 10/17 VVF3M P	DESC
284	4549779115868162	1	Somfy	1240543	REF
285	4549779115868162	1	Somfy	S&SO-RS100 AIR io 15/17 VVF3M B	DESC
286	4549779115868162	1	Somfy	1240544	REF
287	4549779115868162	1	Somfy	S&SO-RS100 AIR io 15/17 VVF3M P	DESC
288	4549779115868162	1	Somfy	1240545	REF
289	4549779115868162	1	Somfy	S&SO-RS100 AIR io 20/17 VVF3M B	DESC
290	4549779115868162	1	Somfy	1240546	REF
291	4549779115868162	1	Somfy	S&SO-RS100 AIR io 20/17 VVF3M P	DESC
292	4549779115868162	1	Somfy	1240547	REF
293	4549779115868162	1	Somfy	S&SO-RS100 AIR io 6/17 VVF3M B	DESC
294	4549779115868162	1	Somfy	1240540	REF
295	4549779115868162	1	Somfy	S&SO-RS100 AIR io 6/17 VVF3M P	DESC
296	4549779115868162	1	Somfy	1240541	REF
297	4550878627495938	1	Somfy	S&SO-RS100 AIR io 10/17 VVF3M B	DESC
298	4550878627495938	1	Somfy	1240542	REF
299	4550878627495938	1	Somfy	S&SO-RS100 AIR io 10/17 VVF3M P	DESC
300	4550878627495938	1	Somfy	1240543	REF
301	4550878627495938	1	Somfy	S&SO-RS100 AIR io 15/17 VVF3M B	DESC
302	4550878627495938	1	Somfy	1240544	REF
303	4550878627495938	1	Somfy	S&SO-RS100 AIR io 15/17 VVF3M P	DESC
304	4550878627495938	1	Somfy	1240545	REF
305	4550878627495938	1	Somfy	S&SO-RS100 AIR io 20/17 VVF3M B	DESC
306	4550878627495938	1	Somfy	1240546	REF
307	4550878627495938	1	Somfy	S&SO-RS100 AIR io 20/17 VVF3M P	DESC
308	4550878627495938	1	Somfy	1240547	REF
309	4550878627495938	1	Somfy	S&SO-RS100 AIR io 6/17 VVF3M B	DESC
310	4550878627495938	1	Somfy	1240540	REF
311	4550878627495938	1	Somfy	S&SO-RS100 AIR io 6/17 VVF3M P	DESC
312	4550878627495938	1	Somfy	1240541	REF
313	4551978139123714	1	Somfy	KIT SAV FENETRE S&SO IO HYB	DESC
314	4551978139123714	1	Somfy	1033371C	REF
315	4551978139123714	1	Somfy	KIT SAV FENETRE S&SO RS100 IO	DESC
316	4551978139123714	1	Somfy	1033370C	REF
317	4551978139123714	1	Somfy	KIT SAV P.FENETRE S&SO IO	DESC
318	4551978139123714	1	Somfy	1040045C	REF
319	4551978139123714	1	Somfy	KIT SAV P.FENETRE S&SO IO HYB	DESC
320	4551978139123714	1	Somfy	1040046C	REF
321	4551978139123714	1	Somfy	S&SO RS100 IO	DESC
322	4551978139123714	1	Somfy	1033114	REF
323	4551978139123714	1	Somfy	S&SO RS100 IO 10/17 VVF3M P50	DESC
324	4551978139123714	1	Somfy	1038158B	REF
325	4551978139123714	1	Somfy	S&SO RS100 IO 6/17 VVF3M P50	DESC
326	4551978139123714	1	Somfy	1033391B	REF
327	4551978139123714	1	Somfy	S&SO RS100 IO 6/17VVF3M OCTO60	DESC
328	4551978139123714	1	Somfy	1033331C	REF
329	4551978139123714	1	Somfy	S&SO RS100 IO KIT MOTOR BB FEN	DESC
330	4551978139123714	1	Somfy	1030135B	REF
331	4551978139123714	1	Somfy	S&SO-RS100 IO / 6NM-WO CAB-BAR	DESC
332	4551978139123714	1	Somfy	1033106C	REF
333	4551978139123714	1	Somfy	S&SO-RS100 IO /10NM-WO CAB-BAR	DESC
334	4551978139123714	1	Somfy	1033108C	REF
335	4551978139123714	1	Somfy	S&SO-RS100 IO /15NM-WO CAB-BAR	DESC
336	4551978139123714	1	Somfy	1033109C	REF
337	4551978139123714	1	Somfy	S&SO-RS100 IO 10/17 SS CAB PAC	DESC
338	4551978139123714	1	Somfy	1033153C	REF
339	4551978139123714	1	Somfy	S&SO-RS100 IO 10NM VVF3M-BAR	DESC
340	4551978139123714	1	Somfy	1033115C	REF
341	4551978139123714	1	Somfy	S&SO-RS100 IO 10NM VVF5M-BAR	DESC
342	4551978139123714	1	Somfy	1033149C	REF
343	4551978139123714	1	Somfy	S&SO-RS100 IO 10NMVVF3 EE BAR	DESC
344	4551978139123714	1	Somfy	1033336C	REF
345	4551978139123714	1	Somfy	S&SO-RS100 IO 10NMVVF3 EE PAC	DESC
346	4551978139123714	1	Somfy	1033344C	REF
347	4551978139123714	1	Somfy	S&SO-RS100 IO 10NMVVF5M-PAC100	DESC
348	4551978139123714	1	Somfy	1033169C	REF
349	4551978139123714	1	Somfy	S&SO-RS100 IO 15NM  VVF3M-BKT	DESC
350	4551978139123714	1	Somfy	1033214C	REF
351	4551978139123714	1	Somfy	S&SO-RS100 IO 15NM VVF3M	DESC
352	4551978139123714	1	Somfy	1033162C	REF
353	4551978139123714	1	Somfy	S&SO-RS100 IO 15NM VVF3M-BAR	DESC
354	4551978139123714	1	Somfy	1033116C	REF
355	4551978139123714	1	Somfy	S&SO-RS100 IO 15NM VVF5M-BAR	DESC
356	4551978139123714	1	Somfy	1033150C	REF
357	4551978139123714	1	Somfy	S&SO-RS100 IO 15NMVVF3 EE BAR	DESC
358	4551978139123714	1	Somfy	1033337C	REF
359	4551978139123714	1	Somfy	S&SO-RS100 IO 15NMVVF5M-PAC100	DESC
360	4551978139123714	1	Somfy	1033170C	REF
361	4551978139123714	1	Somfy	S&SO-RS100 IO 6 VVF3-F2000-PAC	DESC
362	4551978139123714	1	Somfy	1033374C	REF
363	4551978139123714	1	Somfy	S&SO-RS100 IO 6/17 RNF3MSW60ED	DESC
364	4551978139123714	1	Somfy	1033272B	REF
365	4551978139123714	1	Somfy	S&SO-RS100 IO 6/17 VVF3M ZF54	DESC
366	4551978139123714	1	Somfy	1134036C	REF
367	4551978139123714	1	Somfy	S&SO-RS100 IO 6/17 VVF3MOCT60	DESC
368	4551978139123714	1	Somfy	1033324C	REF
369	4551978139123714	1	Somfy	S&SO-RS100 IO 6/17 WO CABL	DESC
370	4551978139123714	1	Somfy	1033152C	REF
371	4551978139123714	1	Somfy	S&SO-RS100 IO 6NM VVF3 EE PAC	DESC
372	4551978139123714	1	Somfy	1033343C	REF
373	4551978139123714	1	Somfy	S&SO-RS100 IO 6NM VVF3M-BAR	DESC
374	4551978139123714	1	Somfy	1033114C	REF
375	4551978139123714	1	Somfy	S&SO-RS100 IO 6NM VVF5M-BAR	DESC
376	4551978139123714	1	Somfy	1033148C	REF
377	4551978139123714	1	Somfy	S&SO-RS100 IO 6NM VVF5M-PAC100	DESC
378	4551978139123714	1	Somfy	1033168C	REF
379	4551978139123714	1	Somfy	S&SO-RS100 IO 6NMVVF3 EE BAR	DESC
380	4551978139123714	1	Somfy	1033335C	REF
381	4551978139123714	1	Somfy	S&SO-RS100 IO15NM SSCA-PAC100	DESC
382	4551978139123714	1	Somfy	1033154C	REF
383	4551978139123714	1	Somfy	S&SO-RS100 IOHY 10NM WO CA-BAR	DESC
384	4551978139123714	1	Somfy	1033173C	REF
385	4551978139123714	1	Somfy	S&SO-RS100 IOHY 10NMVVF2.5-BAR	DESC
386	4551978139123714	1	Somfy	1033111C	REF
387	4551978139123714	1	Somfy	S&SO-RS100 IOHY 10NMVVF2.5-BKT	DESC
388	4551978139123714	1	Somfy	1033225C	REF
389	4551978139123714	1	Somfy	S&SO-RS100 IOHY 15NMVVF2.5-BAR	DESC
390	4551978139123714	1	Somfy	1033112C	REF
391	4551978139123714	1	Somfy	S&SO-RS100 IOHY 15NMVVF2.5-BKT	DESC
392	4551978139123714	1	Somfy	1033226C	REF
393	4551978139123714	1	Somfy	S&SO-RS100 IOHY 6NM VVF2.5-BAR	DESC
394	4551978139123714	1	Somfy	1033107C	REF
395	4551978139123714	1	Somfy	S&SO-RS100 IOHY 6NM VVF2.5-BKT	DESC
396	4551978139123714	1	Somfy	1033224C	REF
397	4551978139123714	1	Somfy	S&SO-RS100 IOHY 6NM WO CAB-BAR	DESC
398	4551978139123714	1	Somfy	1033172C	REF
399	4551978139123714	1	Somfy	S&SO-RS100 IOHY10NMVVF2.5-P100	DESC
400	4551978139123714	1	Somfy	1033185C	REF
401	4551978139123714	1	Somfy	S&SO-RS100 IOHY15NMVVF2.5-P100	DESC
402	4551978139123714	1	Somfy	1033186C	REF
403	4551978139123714	1	Somfy	S&SO-RS100 IOHYB15NM WO CA-BAR	DESC
404	4551978139123714	1	Somfy	1033174C	REF
405	4551978139123714	1	Somfy	S&SO-RS100 TH IO 10/17 VVF5M	DESC
406	4551978139123714	1	Somfy	1038164B	REF
407	4551978139123714	1	Somfy	S&SO-RS100 TH IO 15/17 VVF5M	DESC
408	4551978139123714	1	Somfy	1040059B	REF
409	4551978139123714	1	Somfy	S&SO-RS100 TH IO 6/17 VVF5M	DESC
410	4551978139123714	1	Somfy	1033398B	REF
411	4551978139123714	1	Somfy	S&SO-RS100 TH IO 6NM VVF3M-BAR	DESC
412	4551978139123714	1	Somfy	1033144C	REF
413	4551978139123714	1	Somfy	S&SO-RS100HYB 6NMVVF2.5 EE BAR	DESC
